product_class,Month,sales_volume
C1152,2014-10-01,12011.0
C1152,2014-11-01,12526.0
C1152,2014-12-01,11715.0
C1152,2015-04-01,3953.0
C1152,2015-05-01,11461.0
C1152,2015-06-01,11713.0
C1152,2015-07-01,12268.0
C1152,2015-08-01,12968.0
C1152,2015-09-01,11476.0
C1152,2015-10-01,9550.0
C1152,2015-11-01,10323.0
C1152,2015-12-01,10834.0
C1152,2016-01-01,7669.0
C1152,2016-02-01,11942.0
C1152,2016-03-01,14019.0
C1152,2016-04-01,12288.0
C1152,2016-05-01,12431.0
C1152,2016-06-01,10395.0
C1152,2016-07-01,9723.0
C1152,2016-08-01,10039.0
C1152,2016-09-01,5866.0
C1152,2016-10-01,18187.0
C1152,2016-11-01,19443.0
C1152,2016-12-01,16346.0
C1152,2017-01-01,1953.0
C1152,2017-02-01,3228.0
C1152,2017-03-01,16235.0
C1152,2017-04-01,11995.0
C1152,2017-05-01,16313.0
C1152,2017-06-01,21461.0
C1152,2017-07-01,18003.0
C1153,2014-01-01,1198.0
C1153,2014-03-01,1120.0
C1153,2014-11-01,160.0
C1153,2014-12-01,519.0
C1153,2015-04-01,130.0
C1153,2015-05-01,424.0
C1153,2015-06-01,394.0
C1153,2015-07-01,400.0
C1153,2015-08-01,413.0
C1153,2015-09-01,345.0
C1153,2015-10-01,321.0
C1153,2015-11-01,381.0
C1153,2015-12-01,363.0
C1153,2016-01-01,392.0
C1153,2016-02-01,357.0
C1153,2016-03-01,244.0
C1153,2016-04-01,224.0
C1153,2016-05-01,374.0
C1153,2016-06-01,279.0
C1153,2016-07-01,298.0
C1153,2016-08-01,316.0
C1153,2016-09-01,383.0
C1153,2016-10-01,350.0
C1153,2016-11-01,287.0
C1153,2016-12-01,292.0
C1153,2017-01-01,345.0
C1153,2017-02-01,343.0
C1153,2017-03-01,301.0
C1153,2017-04-01,262.0
C1153,2017-05-01,314.0
C1153,2017-06-01,300.0
C1153,2017-07-01,272.0
C1154,2015-10-01,230.0
C1154,2015-11-01,223.0
C1154,2015-12-01,237.0
C1154,2016-01-01,264.0
C1154,2016-02-01,239.0
C1154,2016-03-01,262.0
C1154,2016-04-01,343.0
C1154,2016-05-01,238.0
C1154,2016-06-01,229.0
C1154,2016-07-01,166.0
C1154,2016-08-01,38.0
C1154,2016-09-01,96.0
C1154,2016-10-01,284.0
C1154,2016-11-01,230.0
C1154,2016-12-01,156.0
C1154,2017-01-01,179.0
C1154,2017-02-01,156.0
C1154,2017-03-01,166.0
C1154,2017-04-01,176.0
C1154,2017-05-01,153.0
C1154,2017-06-01,163.0
C1154,2017-07-01,148.0
C1156,2016-11-01,13.0
C1156,2017-01-01,213.0
C1156,2017-02-01,108.0
C1156,2017-03-01,364.0
C1156,2017-04-01,286.0
C1156,2017-05-01,287.0
C1156,2017-06-01,367.0
C1156,2017-07-01,351.0
C1190,2014-01-01,169827.0
C1190,2014-03-01,183413.0
C1190,2014-07-01,167229.0
C1190,2014-09-01,176736.0
C1190,2014-10-01,176773.0
C1190,2014-11-01,173993.0
C1190,2014-12-01,177221.0
C1190,2015-05-01,122065.0
C1190,2015-06-01,173284.0
C1190,2015-07-01,182250.0
C1190,2015-08-01,188822.0
C1190,2015-09-01,179014.0
C1190,2015-10-01,180024.0
C1190,2015-11-01,170306.0
C1190,2015-12-01,176171.0
C1190,2016-01-01,187839.0
C1190,2016-02-01,168007.0
C1190,2016-03-01,178530.0
C1190,2016-04-01,192595.0
C1190,2016-05-01,180280.0
C1190,2016-06-01,163840.0
C1190,2016-07-01,183388.0
C1190,2016-08-01,171901.0
C1190,2016-09-01,175546.0
C1190,2016-10-01,181228.0
C1190,2016-11-01,161835.0
C1190,2016-12-01,180718.0
C1190,2017-01-01,196406.0
C1190,2017-02-01,171349.0
C1190,2017-03-01,194357.0
C1190,2017-04-01,189355.0
C1190,2017-05-01,188027.0
C1190,2017-06-01,180683.0
C1190,2017-07-01,197328.0
C1236,2013-01-01,27039.0
C1236,2013-02-01,25304.0
C1236,2013-03-01,29500.0
C1236,2013-04-01,29395.0
C1236,2013-05-01,32690.0
C1236,2013-06-01,30786.0
C1236,2013-07-01,30109.0
C1236,2013-08-01,31022.0
C1236,2013-09-01,30629.0
C1236,2013-10-01,30423.0
C1236,2013-11-01,30297.0
C1236,2013-12-01,49683.0
C1236,2014-01-01,29574.0
C1236,2014-02-01,25426.0
C1236,2014-03-01,30956.0
C1236,2014-04-01,29452.0
C1236,2014-05-01,32084.0
C1236,2014-06-01,33102.0
C1236,2014-07-01,32961.0
C1236,2014-08-01,33125.0
C1236,2014-09-01,32813.0
C1236,2014-10-01,33367.0
C1236,2014-11-01,33254.0
C1236,2014-12-01,55858.0
C1236,2015-01-01,33508.0
C1236,2015-02-01,30479.0
C1236,2015-03-01,36465.0
C1236,2015-04-01,37913.0
C1236,2015-05-01,42787.0
C1236,2015-06-01,37675.0
C1236,2015-07-01,38093.0
C1236,2015-08-01,37712.0
C1236,2015-09-01,35638.0
C1236,2015-10-01,33959.0
C1236,2015-11-01,32543.0
C1236,2015-12-01,61021.0
C1236,2016-01-01,34735.0
C1236,2016-02-01,31675.0
C1236,2016-03-01,32494.0
C1236,2016-04-01,34390.0
C1236,2016-05-01,36873.0
C1236,2016-06-01,34731.0
C1236,2016-07-01,24388.0
C1236,2016-08-01,29200.0
C1236,2016-09-01,29064.0
C1236,2016-10-01,31113.0
C1236,2016-11-01,30836.0
C1236,2016-12-01,61061.0
C1236,2017-01-01,33194.0
C1236,2017-02-01,31892.0
C1236,2017-03-01,36378.0
C1236,2017-04-01,36596.0
C1236,2017-05-01,48938.0
C1236,2017-06-01,47400.0
C1236,2017-07-01,57942.0
C1302,2013-01-01,739.0
C1302,2013-02-01,865.0
C1302,2013-03-01,678.0
C1302,2013-04-01,548.0
C1302,2013-05-01,636.0
C1302,2013-06-01,614.0
C1302,2013-07-01,562.0
C1302,2013-08-01,579.0
C1302,2013-09-01,526.0
C1302,2013-10-01,617.0
C1302,2013-11-01,595.0
C1302,2013-12-01,1028.0
C1302,2014-01-01,453.0
C1302,2014-02-01,418.0
C1302,2014-03-01,619.0
C1302,2014-04-01,524.0
C1302,2014-05-01,607.0
C1302,2014-06-01,762.0
C1302,2014-07-01,777.0
C1302,2014-08-01,855.0
C1302,2014-09-01,831.0
C1302,2014-10-01,676.0
C1302,2014-11-01,599.0
C1302,2014-12-01,1112.0
C1302,2015-01-01,640.0
C1302,2015-02-01,907.0
C1302,2015-03-01,1104.0
C1302,2015-04-01,1322.0
C1302,2015-05-01,694.0
C1302,2015-06-01,393.0
C1302,2015-07-01,495.0
C1302,2015-08-01,582.0
C1302,2015-09-01,538.0
C1302,2015-10-01,398.0
C1302,2015-11-01,440.0
C1302,2015-12-01,930.0
C1302,2016-01-01,501.0
C1302,2016-02-01,474.0
C1302,2016-03-01,535.0
C1302,2016-04-01,433.0
C1302,2016-05-01,493.0
C1302,2016-06-01,557.0
C1302,2016-07-01,510.0
C1302,2016-08-01,423.0
C1302,2016-09-01,423.0
C1302,2016-10-01,424.0
C1302,2016-11-01,486.0
C1302,2016-12-01,959.0
C1302,2017-01-01,382.0
C1302,2017-02-01,403.0
C1302,2017-03-01,387.0
C1302,2017-04-01,356.0
C1302,2017-05-01,374.0
C1302,2017-06-01,444.0
C1302,2017-07-01,470.0
C1310,2014-01-01,385.0
C1310,2014-03-01,421.0
C1310,2014-07-01,488.0
C1310,2014-09-01,433.0
C1310,2014-10-01,401.0
C1310,2014-11-01,384.0
C1310,2014-12-01,1847.0
C1310,2015-05-01,108.0
C1310,2015-06-01,340.0
C1310,2015-07-01,413.0
C1310,2015-08-01,390.0
C1310,2015-09-01,340.0
C1310,2015-10-01,486.0
C1310,2015-11-01,413.0
C1310,2015-12-01,1588.0
C1310,2016-01-01,342.0
C1310,2016-02-01,470.0
C1310,2016-03-01,348.0
C1310,2016-04-01,341.0
C1310,2016-05-01,437.0
C1310,2016-06-01,476.0
C1310,2016-07-01,569.0
C1310,2016-08-01,554.0
C1310,2016-09-01,585.0
C1310,2016-10-01,561.0
C1310,2016-11-01,556.0
C1310,2016-12-01,2107.0
C1310,2017-01-01,263.0
C1310,2017-02-01,504.0
C1310,2017-03-01,574.0
C1310,2017-04-01,451.0
C1310,2017-05-01,644.0
C1310,2017-06-01,611.0
C1310,2017-07-01,786.0
C1312,2013-10-01,5.0
C1312,2013-11-01,120.0
C1312,2013-12-01,542.0
C1312,2014-01-01,427.0
C1312,2014-02-01,148.0
C1312,2014-03-01,467.0
C1312,2014-04-01,150.0
C1312,2014-05-01,203.0
C1312,2014-06-01,156.0
C1312,2014-07-01,441.0
C1312,2014-08-01,157.0
C1312,2014-09-01,431.0
C1312,2014-10-01,480.0
C1312,2014-11-01,495.0
C1312,2014-12-01,2057.0
C1312,2015-01-01,167.0
C1312,2015-02-01,162.0
C1312,2015-03-01,165.0
C1312,2015-04-01,128.0
C1312,2015-05-01,316.0
C1312,2015-06-01,520.0
C1312,2015-07-01,420.0
C1312,2015-08-01,446.0
C1312,2015-09-01,408.0
C1312,2015-10-01,434.0
C1312,2015-11-01,369.0
C1312,2015-12-01,1644.0
C1312,2016-01-01,316.0
C1312,2016-02-01,264.0
C1312,2016-03-01,289.0
C1312,2016-04-01,301.0
C1312,2016-05-01,318.0
C1312,2016-06-01,343.0
C1312,2016-07-01,345.0
C1312,2016-08-01,341.0
C1312,2016-09-01,304.0
C1312,2016-10-01,301.0
C1312,2016-11-01,314.0
C1312,2016-12-01,1652.0
C1312,2017-01-01,304.0
C1312,2017-02-01,302.0
C1312,2017-03-01,303.0
C1312,2017-04-01,257.0
C1312,2017-05-01,372.0
C1312,2017-06-01,312.0
C1312,2017-07-01,413.0
C1314,2013-01-01,2405.0
C1314,2013-02-01,2638.0
C1314,2013-03-01,2658.0
C1314,2013-04-01,2568.0
C1314,2013-05-01,4109.0
C1314,2013-06-01,3808.0
C1314,2013-07-01,4665.0
C1314,2013-08-01,3870.0
C1314,2013-09-01,2797.0
C1314,2013-10-01,1195.0
C1314,2013-11-01,3781.0
C1314,2013-12-01,23834.0
C1314,2014-01-01,3177.0
C1314,2014-02-01,2860.0
C1314,2014-03-01,3419.0
C1314,2014-04-01,3024.0
C1314,2014-05-01,4473.0
C1314,2014-06-01,4161.0
C1314,2014-07-01,5159.0
C1314,2014-08-01,3888.0
C1314,2014-09-01,2814.0
C1314,2014-10-01,3051.0
C1314,2014-11-01,3268.0
C1314,2014-12-01,21560.0
C1314,2015-01-01,2792.0
C1314,2015-02-01,2646.0
C1314,2015-03-01,3495.0
C1314,2015-04-01,3068.0
C1314,2015-05-01,4279.0
C1314,2015-06-01,3963.0
C1314,2015-07-01,5430.0
C1314,2015-08-01,3522.0
C1314,2015-09-01,2618.0
C1314,2015-10-01,3266.0
C1314,2015-11-01,2793.0
C1314,2015-12-01,22313.0
C1314,2016-01-01,2937.0
C1314,2016-02-01,3097.0
C1314,2016-03-01,3136.0
C1314,2016-04-01,2446.0
C1314,2016-05-01,3518.0
C1314,2016-06-01,3800.0
C1314,2016-07-01,4342.0
C1314,2016-08-01,3070.0
C1314,2016-09-01,2632.0
C1314,2016-10-01,2536.0
C1314,2016-11-01,2730.0
C1314,2016-12-01,24006.0
C1314,2017-01-01,2904.0
C1314,2017-02-01,2353.0
C1314,2017-03-01,2942.0
C1314,2017-04-01,2393.0
C1314,2017-05-01,3381.0
C1314,2017-06-01,3738.0
C1314,2017-07-01,4437.0
C1316,2017-03-01,69.0
C1316,2017-04-01,238.0
C1316,2017-05-01,211.0
C1316,2017-06-01,248.0
C1316,2017-07-01,268.0
C1318,2013-01-01,69773.0
C1318,2013-02-01,80924.0
C1318,2013-03-01,85544.0
C1318,2013-04-01,73263.0
C1318,2013-05-01,84278.0
C1318,2013-06-01,84487.0
C1318,2013-07-01,75966.0
C1318,2013-08-01,88070.0
C1318,2013-09-01,80826.0
C1318,2013-10-01,92896.0
C1318,2013-11-01,86851.0
C1318,2013-12-01,153771.0
C1318,2014-01-01,91134.0
C1318,2014-02-01,91624.0
C1318,2014-03-01,118252.0
C1318,2014-04-01,100593.0
C1318,2014-05-01,101644.0
C1318,2014-06-01,113828.0
C1318,2014-07-01,91007.0
C1318,2014-08-01,91696.0
C1318,2014-09-01,76780.0
C1318,2014-10-01,91365.0
C1318,2014-11-01,84911.0
C1318,2014-12-01,157193.0
C1318,2015-01-01,98354.0
C1318,2015-02-01,108762.0
C1318,2015-03-01,108879.0
C1318,2015-04-01,116251.0
C1318,2015-05-01,119792.0
C1318,2015-06-01,121984.0
C1318,2015-07-01,111739.0
C1318,2015-08-01,113274.0
C1318,2015-09-01,96922.0
C1318,2015-10-01,116491.0
C1318,2015-11-01,110838.0
C1318,2015-12-01,167682.0
C1318,2016-01-01,99911.0
C1318,2016-02-01,122650.0
C1318,2016-03-01,116807.0
C1318,2016-04-01,100600.0
C1318,2016-05-01,101616.0
C1318,2016-06-01,101485.0
C1318,2016-07-01,141685.0
C1318,2016-08-01,117464.0
C1318,2016-09-01,99892.0
C1318,2016-10-01,105351.0
C1318,2016-11-01,119687.0
C1318,2016-12-01,170572.0
C1318,2017-01-01,99535.0
C1318,2017-02-01,115780.0
C1318,2017-03-01,116508.0
C1318,2017-04-01,121453.0
C1318,2017-05-01,110561.0
C1318,2017-06-01,115837.0
C1318,2017-07-01,122189.0
C1320,2013-05-01,32.0
C1320,2013-06-01,234.0
C1320,2013-07-01,259.0
C1320,2013-08-01,206.0
C1320,2013-09-01,174.0
C1320,2013-10-01,227.0
C1320,2013-11-01,210.0
C1320,2013-12-01,305.0
C1320,2014-01-01,246.0
C1320,2014-02-01,272.0
C1320,2014-03-01,241.0
C1320,2014-04-01,248.0
C1320,2014-05-01,383.0
C1320,2014-06-01,688.0
C1320,2014-07-01,775.0
C1320,2014-08-01,821.0
C1320,2014-09-01,659.0
C1320,2014-10-01,724.0
C1320,2014-11-01,586.0
C1320,2014-12-01,805.0
C1320,2015-01-01,774.0
C1320,2015-02-01,819.0
C1320,2015-03-01,492.0
C1320,2015-04-01,872.0
C1320,2015-05-01,750.0
C1320,2015-06-01,591.0
C1320,2015-07-01,646.0
C1320,2015-08-01,527.0
C1320,2015-09-01,354.0
C1320,2015-10-01,509.0
C1320,2015-11-01,455.0
C1320,2015-12-01,1602.0
C1320,2016-01-01,974.0
C1320,2016-02-01,1311.0
C1320,2016-03-01,1366.0
C1320,2016-04-01,1309.0
C1320,2016-05-01,1596.0
C1320,2016-06-01,1466.0
C1320,2016-07-01,1440.0
C1320,2016-08-01,1576.0
C1320,2016-09-01,979.0
C1320,2016-10-01,1004.0
C1320,2016-11-01,742.0
C1320,2016-12-01,719.0
C1320,2017-01-01,427.0
C1320,2017-02-01,655.0
C1320,2017-03-01,885.0
C1320,2017-04-01,1007.0
C1320,2017-05-01,1084.0
C1320,2017-06-01,1041.0
C1320,2017-07-01,882.0
C1326,2014-07-01,107.0
C1326,2014-08-01,171.0
C1326,2014-09-01,138.0
C1326,2014-10-01,183.0
C1326,2014-11-01,160.0
C1326,2014-12-01,350.0
C1326,2015-01-01,177.0
C1326,2015-02-01,169.0
C1326,2015-03-01,275.0
C1326,2015-04-01,160.0
C1326,2015-05-01,171.0
C1326,2015-06-01,193.0
C1326,2015-07-01,156.0
C1326,2015-08-01,162.0
C1326,2015-09-01,116.0
C1326,2015-10-01,129.0
C1326,2015-11-01,111.0
C1326,2015-12-01,247.0
C1326,2016-01-01,98.0
C1326,2016-02-01,96.0
C1326,2016-03-01,104.0
C1326,2016-04-01,109.0
C1326,2016-05-01,130.0
C1326,2016-06-01,107.0
C1326,2016-07-01,90.0
C1326,2016-08-01,98.0
C1326,2016-09-01,128.0
C1326,2016-10-01,130.0
C1326,2016-11-01,140.0
C1326,2016-12-01,563.0
C1326,2017-01-01,200.0
C1326,2017-02-01,195.0
C1326,2017-03-01,78.0
C1326,2017-04-01,18.0
C1326,2017-05-01,17.0
C1326,2017-06-01,189.0
C1326,2017-07-01,237.0
C1330,2013-01-01,448.0
C1330,2013-02-01,505.0
C1330,2013-03-01,728.0
C1330,2013-04-01,607.0
C1330,2013-05-01,818.0
C1330,2013-06-01,696.0
C1330,2013-07-01,660.0
C1330,2013-08-01,688.0
C1330,2013-09-01,611.0
C1330,2013-10-01,681.0
C1330,2013-11-01,971.0
C1330,2013-12-01,4171.0
C1330,2014-01-01,906.0
C1330,2014-02-01,802.0
C1330,2014-03-01,1019.0
C1330,2014-04-01,1047.0
C1330,2014-05-01,1069.0
C1330,2014-06-01,820.0
C1330,2014-07-01,912.0
C1330,2014-08-01,935.0
C1330,2014-09-01,824.0
C1330,2014-10-01,926.0
C1330,2014-11-01,1047.0
C1330,2014-12-01,4008.0
C1330,2015-01-01,840.0
C1330,2015-02-01,867.0
C1330,2015-03-01,1275.0
C1330,2015-04-01,958.0
C1330,2015-05-01,1275.0
C1330,2015-06-01,1200.0
C1330,2015-07-01,627.0
C1330,2015-08-01,524.0
C1330,2015-09-01,688.0
C1330,2015-10-01,656.0
C1330,2015-11-01,927.0
C1330,2015-12-01,3608.0
C1330,2016-01-01,967.0
C1330,2016-02-01,803.0
C1330,2016-03-01,1076.0
C1330,2016-04-01,843.0
C1330,2016-05-01,721.0
C1330,2016-06-01,968.0
C1330,2016-07-01,2241.0
C1330,2016-08-01,2253.0
C1330,2016-09-01,2725.0
C1330,2016-10-01,2654.0
C1330,2016-11-01,4314.0
C1330,2016-12-01,19386.0
C1330,2017-01-01,1072.0
C1330,2017-02-01,1077.0
C1330,2017-03-01,3616.0
C1330,2017-04-01,5526.0
C1330,2017-05-01,6289.0
C1330,2017-06-01,6742.0
C1330,2017-07-01,6614.0
C1336,2013-01-01,385.0
C1336,2013-02-01,513.0
C1336,2013-03-01,589.0
C1336,2013-04-01,461.0
C1336,2013-05-01,433.0
C1336,2013-06-01,416.0
C1336,2013-07-01,486.0
C1336,2013-08-01,444.0
C1336,2013-09-01,341.0
C1336,2013-10-01,315.0
C1336,2013-11-01,331.0
C1336,2013-12-01,670.0
C1336,2014-01-01,337.0
C1336,2014-02-01,371.0
C1336,2014-03-01,440.0
C1336,2014-04-01,379.0
C1336,2014-05-01,479.0
C1336,2014-06-01,356.0
C1336,2014-07-01,486.0
C1336,2014-08-01,455.0
C1336,2014-09-01,489.0
C1336,2014-10-01,542.0
C1336,2014-11-01,405.0
C1336,2014-12-01,796.0
C1336,2015-01-01,513.0
C1336,2015-02-01,555.0
C1336,2015-03-01,638.0
C1336,2015-04-01,568.0
C1336,2015-05-01,384.0
C1336,2015-06-01,311.0
C1336,2015-07-01,313.0
C1336,2015-08-01,328.0
C1336,2015-09-01,252.0
C1336,2015-10-01,327.0
C1336,2015-11-01,279.0
C1336,2015-12-01,663.0
C1336,2016-01-01,316.0
C1336,2016-02-01,436.0
C1336,2016-03-01,354.0
C1336,2016-04-01,258.0
C1336,2016-05-01,233.0
C1336,2016-06-01,229.0
C1336,2016-07-01,216.0
C1336,2016-08-01,236.0
C1336,2016-09-01,202.0
C1336,2016-10-01,253.0
C1336,2016-11-01,166.0
C1336,2016-12-01,268.0
C1336,2017-01-01,170.0
C1336,2017-02-01,194.0
C1336,2017-03-01,133.0
C1336,2017-04-01,156.0
C1336,2017-05-01,290.0
C1336,2017-06-01,337.0
C1336,2017-07-01,426.0
C1338,2013-01-01,369.0
C1338,2013-02-01,300.0
C1338,2013-03-01,331.0
C1338,2013-04-01,620.0
C1338,2013-05-01,683.0
C1338,2013-06-01,681.0
C1338,2013-07-01,648.0
C1338,2013-08-01,602.0
C1338,2013-09-01,514.0
C1338,2013-10-01,183.0
C1338,2013-11-01,103.0
C1338,2013-12-01,387.0
C1338,2014-01-01,166.0
C1338,2014-02-01,84.0
C1338,2014-03-01,101.0
C1338,2014-04-01,113.0
C1338,2014-05-01,161.0
C1338,2014-06-01,187.0
C1338,2014-07-01,320.0
C1338,2014-08-01,500.0
C1338,2014-09-01,433.0
C1338,2014-10-01,397.0
C1338,2014-11-01,152.0
C1338,2014-12-01,693.0
C1338,2015-01-01,209.0
C1338,2015-02-01,106.0
C1338,2015-03-01,234.0
C1338,2015-04-01,215.0
C1338,2015-05-01,189.0
C1338,2015-06-01,524.0
C1338,2015-07-01,425.0
C1338,2015-08-01,343.0
C1338,2015-09-01,284.0
C1338,2015-10-01,249.0
C1338,2015-11-01,242.0
C1338,2015-12-01,891.0
C1338,2016-01-01,290.0
C1338,2016-02-01,322.0
C1338,2016-03-01,343.0
C1338,2016-04-01,333.0
C1338,2016-05-01,238.0
C1338,2016-06-01,246.0
C1338,2016-07-01,251.0
C1338,2016-08-01,229.0
C1338,2016-09-01,281.0
C1338,2016-10-01,361.0
C1338,2016-11-01,439.0
C1338,2016-12-01,1440.0
C1338,2017-01-01,419.0
C1338,2017-02-01,712.0
C1338,2017-03-01,803.0
C1338,2017-04-01,1059.0
C1338,2017-05-01,1210.0
C1338,2017-06-01,2795.0
C1338,2017-07-01,1917.0
C1364,2013-01-01,1647.0
C1364,2013-02-01,1711.0
C1364,2013-03-01,1875.0
C1364,2013-04-01,1669.0
C1364,2013-05-01,2399.0
C1364,2013-06-01,2193.0
C1364,2013-07-01,1966.0
C1364,2013-08-01,2107.0
C1364,2013-09-01,1790.0
C1364,2013-10-01,748.0
C1364,2013-11-01,2050.0
C1364,2013-12-01,8443.0
C1364,2014-01-01,1395.0
C1364,2014-02-01,1702.0
C1364,2014-03-01,1920.0
C1364,2014-04-01,1735.0
C1364,2014-05-01,2306.0
C1364,2014-06-01,2052.0
C1364,2014-07-01,1847.0
C1364,2014-08-01,2183.0
C1364,2014-09-01,1782.0
C1364,2014-10-01,2103.0
C1364,2014-11-01,2053.0
C1364,2014-12-01,8780.0
C1364,2015-01-01,1980.0
C1364,2015-02-01,2009.0
C1364,2015-03-01,2121.0
C1364,2015-04-01,2220.0
C1364,2015-05-01,2882.0
C1364,2015-06-01,2362.0
C1364,2015-07-01,2435.0
C1364,2015-08-01,2313.0
C1364,2015-09-01,2037.0
C1364,2015-10-01,2443.0
C1364,2015-11-01,2128.0
C1364,2015-12-01,10317.0
C1364,2016-01-01,2139.0
C1364,2016-02-01,2214.0
C1364,2016-03-01,2297.0
C1364,2016-04-01,2234.0
C1364,2016-05-01,2914.0
C1364,2016-06-01,2984.0
C1364,2016-07-01,2895.0
C1364,2016-08-01,2520.0
C1364,2016-09-01,2567.0
C1364,2016-10-01,2610.0
C1364,2016-11-01,2533.0
C1364,2016-12-01,12055.0
C1364,2017-01-01,1531.0
C1364,2017-02-01,2028.0
C1364,2017-03-01,2427.0
C1364,2017-04-01,2624.0
C1364,2017-05-01,3456.0
C1364,2017-06-01,3703.0
C1364,2017-07-01,3395.0
C1380,2013-01-01,122.0
C1380,2013-02-01,151.0
C1380,2013-03-01,155.0
C1380,2013-04-01,105.0
C1380,2013-05-01,210.0
C1380,2013-06-01,115.0
C1380,2013-07-01,172.0
C1380,2013-08-01,143.0
C1380,2013-09-01,79.0
C1380,2013-10-01,94.0
C1380,2013-11-01,136.0
C1380,2013-12-01,826.0
C1380,2014-01-01,152.0
C1380,2014-02-01,128.0
C1380,2014-03-01,145.0
C1380,2014-04-01,118.0
C1380,2014-05-01,189.0
C1380,2014-06-01,186.0
C1380,2014-07-01,178.0
C1380,2014-08-01,166.0
C1380,2014-09-01,96.0
C1380,2014-10-01,132.0
C1380,2014-11-01,131.0
C1380,2014-12-01,1122.0
C1380,2015-01-01,172.0
C1380,2015-02-01,140.0
C1380,2015-03-01,150.0
C1380,2015-04-01,131.0
C1380,2015-05-01,264.0
C1380,2015-06-01,300.0
C1380,2015-07-01,322.0
C1380,2015-08-01,329.0
C1380,2015-09-01,184.0
C1380,2015-10-01,204.0
C1380,2015-11-01,179.0
C1380,2015-12-01,1228.0
C1380,2016-01-01,152.0
C1380,2016-02-01,144.0
C1380,2016-03-01,140.0
C1380,2016-04-01,165.0
C1380,2016-05-01,261.0
C1380,2016-06-01,250.0
C1380,2016-07-01,227.0
C1380,2016-08-01,184.0
C1380,2016-09-01,170.0
C1380,2016-10-01,146.0
C1380,2016-11-01,303.0
C1380,2016-12-01,1203.0
C1380,2017-01-01,141.0
C1380,2017-02-01,133.0
C1380,2017-03-01,195.0
C1380,2017-04-01,237.0
C1380,2017-05-01,385.0
C1380,2017-06-01,315.0
C1380,2017-07-01,379.0
C1386,2013-01-01,12468.0
C1386,2013-02-01,12075.0
C1386,2013-03-01,13675.0
C1386,2013-04-01,12493.0
C1386,2013-05-01,15220.0
C1386,2013-06-01,13448.0
C1386,2013-07-01,13370.0
C1386,2013-08-01,13508.0
C1386,2013-09-01,12754.0
C1386,2013-10-01,14405.0
C1386,2013-11-01,15950.0
C1386,2013-12-01,45209.0
C1386,2014-01-01,12245.0
C1386,2014-02-01,11905.0
C1386,2014-03-01,12605.0
C1386,2014-04-01,12166.0
C1386,2014-05-01,14721.0
C1386,2014-06-01,12703.0
C1386,2014-07-01,12432.0
C1386,2014-08-01,13114.0
C1386,2014-09-01,14371.0
C1386,2014-10-01,15412.0
C1386,2014-11-01,14966.0
C1386,2014-12-01,44691.0
C1386,2015-01-01,12302.0
C1386,2015-02-01,13918.0
C1386,2015-03-01,14777.0
C1386,2015-04-01,11873.0
C1386,2015-05-01,10014.0
C1386,2015-06-01,13291.0
C1386,2015-07-01,14277.0
C1386,2015-08-01,13568.0
C1386,2015-09-01,13086.0
C1386,2015-10-01,14802.0
C1386,2015-11-01,13743.0
C1386,2015-12-01,38618.0
C1386,2016-01-01,12288.0
C1386,2016-02-01,13024.0
C1386,2016-03-01,14326.0
C1386,2016-04-01,13890.0
C1386,2016-05-01,15764.0
C1386,2016-06-01,15444.0
C1386,2016-07-01,15670.0
C1386,2016-08-01,14897.0
C1386,2016-09-01,14292.0
C1386,2016-10-01,13536.0
C1386,2016-11-01,13881.0
C1386,2016-12-01,40178.0
C1386,2017-01-01,13654.0
C1386,2017-02-01,15301.0
C1386,2017-03-01,17355.0
C1386,2017-04-01,11832.0
C1386,2017-05-01,19342.0
C1386,2017-06-01,18242.0
C1386,2017-07-01,17306.0
C1387,2014-12-01,8005.0
C1387,2015-01-01,5651.0
C1387,2015-02-01,4702.0
C1387,2015-03-01,5847.0
C1387,2015-04-01,5214.0
C1387,2015-05-01,6301.0
C1387,2015-06-01,5951.0
C1387,2015-07-01,6289.0
C1387,2015-08-01,6467.0
C1387,2015-09-01,5818.0
C1387,2015-10-01,7659.0
C1387,2015-11-01,6117.0
C1387,2015-12-01,23910.0
C1387,2016-01-01,6283.0
C1387,2016-02-01,6162.0
C1387,2016-03-01,6409.0
C1387,2016-04-01,6488.0
C1387,2016-05-01,7988.0
C1387,2016-06-01,6984.0
C1387,2016-07-01,8785.0
C1387,2016-08-01,7599.0
C1387,2016-09-01,5685.0
C1387,2016-10-01,8496.0
C1387,2016-11-01,9126.0
C1387,2016-12-01,32609.0
C1387,2017-01-01,9666.0
C1387,2017-02-01,5245.0
C1387,2017-03-01,1093.0
C1387,2017-04-01,43.0
C1387,2017-05-01,7.0
C1387,2017-06-01,1.0
C2002,2014-01-01,37870.5642
C2002,2014-03-01,39048.75
C2002,2014-07-01,49742.0035
C2002,2014-09-01,53771.458
C2002,2014-10-01,61436.2181
C2002,2014-11-01,60403.376
C2002,2014-12-01,61919.296
C2002,2015-06-01,65567.67
C2002,2015-07-01,68956.036
C2002,2015-08-01,68832.125
C2002,2015-09-01,68645.832
C2002,2015-10-01,66358.742
C2002,2015-11-01,73181.133
C2002,2015-12-01,94396.816
C2002,2016-01-01,88704.637
C2002,2016-02-01,69259.671
C2002,2016-03-01,70252.495
C2002,2016-04-01,70621.339
C2002,2016-05-01,73848.196
C2002,2016-06-01,68832.156
C2002,2016-07-01,70294.308
