Month,Forecast
2017-08-01,34691.0
2017-09-01,34691.0
2017-10-01,34691.0
2017-11-01,34691.0
2017-12-01,34691.0
2018-01-01,34691.0
2018-02-01,34691.0
2018-03-01,34691.0
2018-04-01,34691.0
2018-05-01,34691.0
2018-06-01,34691.0
2018-07-01,34691.0
